case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
20130258,Belgium,Mobility and Transport,1,1,0,7/24/13,4/16/14,NA,4/16/14,2013,816,5/25/14,0,0,-0.844212536,305,-2.477,-0.7654,-0.328565565,-0.719921702,-0.798109014,0.660800566,0.718368012,1,6.154858094,1,0,3,1.027478538
20150254,Cyprus,Internal Market and Services,1,0,0,7/22/15,NA,NA,4/28/16,2015,1004,5/22/16,0,0,-0.940057362,305,NA,-7.6316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20150255,Cyprus,"Employment, Social Affairs and Equal Opportunities",1,0,0,7/22/15,NA,NA,5/26/16,2015,1004,5/22/16,1,0,-1.099798738,305,NA,-7.6316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20150256,Cyprus,Agriculture and Rural Development,1,1,0,7/22/15,12/10/15,NA,12/10/15,2015,1004,5/22/16,0,0,-0.940057362,305,NA,-7.6316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20150257,Cyprus,Climate Action,1,0,0,7/22/15,NA,NA,12/10/15,2015,1004,5/22/16,0,0,-0.716419435,305,NA,-7.6316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20150258,Cyprus,Mobility and Transport,1,0,0,7/22/15,NA,NA,4/28/16,2015,1004,5/22/16,0,0,-0.940057362,305,NA,-7.6316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20150259,Cyprus,Mobility and Transport,1,0,0,7/22/15,NA,NA,2/25/16,2015,1004,5/22/16,0,0,-0.876160811,305,NA,-7.6316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20051009,Latvia,"Employment, Social Affairs and Equal Opportunities",1,0,0,12/5/05,NA,NA,6/28/06,2005,52,10/7/06,0,0,-0.460833232,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,8.374938144,0,0,12,-1.03732397
20051010,Latvia,Enterprise and Industry,1,1,0,12/5/05,6/28/06,NA,6/28/06,2005,52,10/7/06,0,0,-0.780315985,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,8.786609455,0,0,14,-1.03732397
20051011,Latvia,Enterprise and Industry,1,1,0,12/5/05,6/28/06,NA,6/28/06,2005,52,10/7/06,0,0,-0.780315985,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,10.27052363,0,0,117,-1.03732397
20051012,Latvia,Enterprise and Industry,1,1,0,12/5/05,6/28/06,NA,6/28/06,2005,52,10/7/06,0,0,-0.972005637,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,10.41126855,0,0,117,-1.03732397
20051013,Latvia,Environment,1,0,0,12/5/05,NA,NA,6/28/06,2005,52,10/7/06,0,0,-0.460833232,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,11.01969415,1,0,2,-1.03732397
20051014,Latvia,Health and Consumers,1,0,0,12/5/05,NA,NA,6/28/06,2005,52,10/7/06,0,0,-0.460833232,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,9.075894275,0,0,36,-1.03732397
20051015,Latvia,Mobility and Transport,1,0,0,12/5/05,NA,NA,4/4/06,2005,52,10/7/06,0,0,-0.20524703,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,6.634633358,1,0,2,-1.03732397
20051016,Latvia,Enterprise and Industry,1,0,0,12/5/05,NA,NA,6/28/06,2005,52,10/7/06,0,0,-0.460833232,306,0.234,-0.4518,-1.043045952,-0.623947268,-0.063592201,-0.974226662,-1.89263999,0,6.805722553,1,0,2,-1.03732397
20071034,Austria,Internal Market and Services,1,1,1,11/27/07,5/6/08,9/18/08,5/6/08,2007,607,9/28/08,0,0,-0.876160811,306,0.3956,-2.744,-0.497207952,-1.039836481,-1.022629667,1.111598559,0.964004734,0,10.53874075,0,0,15,1.027478538
20071035,Austria,"Employment, Social Affairs and Equal Opportunities",1,1,1,11/27/07,4/3/08,11/27/08,4/3/08,2007,607,9/28/08,0,0,-0.045505654,306,0.3956,-2.744,-0.497207952,-1.039836481,-1.022629667,1.111598559,0.964004734,0,7.132497552,1,0,2,1.027478538
20071036,Austria,Home Affairs,1,1,1,11/27/07,9/18/08,4/14/09,9/18/08,2007,607,9/28/08,0,0,-1.163695288,306,0.3956,-2.744,-0.497207952,-1.039836481,-1.022629667,1.111598559,0.964004734,0,8.538758969,0,1,2,1.027478538
20071037,Austria,Health and Consumers,1,0,0,11/27/07,NA,NA,9/18/08,2007,607,9/28/08,0,0,0.178132273,306,0.3956,-2.744,-0.497207952,-1.039836481,-1.022629667,1.111598559,0.964004734,0,8.631414336,1,0,0,1.027478538
20080204,Romania,"Justice, Fundamental Rights and Citizenship",1,0,0,1/29/08,NA,NA,6/26/08,2008,319,11/30/08,0,0,-0.620574609,306,-0.077,0.6668,-0.114226535,1.437217949,0.573544169,-2.456635208,-1.455570046,0,8.253748343,0,0,0,-3.102126477
20080205,Romania,Internal Market and Services,1,0,0,1/29/08,NA,NA,9/18/08,2008,319,11/30/08,0,0,-0.716419435,306,-0.077,0.6668,-0.114226535,1.437217949,0.573544169,-2.456635208,-1.455570046,0,8.561784075,0,0,0,-3.102126477
20080206,Romania,Internal Market and Services,1,1,0,1/29/08,6/5/08,NA,6/5/08,2008,319,11/30/08,0,0,-0.876160811,306,-0.077,0.6668,-0.114226535,1.437217949,0.573544169,-2.456635208,-1.455570046,0,10.1569275,0,0,49,-3.102126477
20080207,Romania,Internal Market and Services,1,0,0,1/29/08,NA,NA,9/18/08,2008,319,11/30/08,0,0,-0.716419435,306,-0.077,0.6668,-0.114226535,1.437217949,0.573544169,-2.456635208,-1.455570046,0,8.19753874,1,0,1,-3.102126477
20080208,Romania,Environment,1,0,0,1/29/08,NA,NA,5/6/08,2008,319,11/30/08,0,0,-0.301091856,306,-0.077,0.6668,-0.114226535,1.437217949,0.573544169,-2.456635208,-1.455570046,0,6.91770561,1,0,2,-3.102126477
20080209,Romania,Health and Consumers,1,0,0,1/29/08,NA,NA,6/26/08,2008,319,11/30/08,0,0,-0.620574609,306,-0.077,0.6668,-0.114226535,1.437217949,0.573544169,-2.456635208,-1.455570046,0,7.454719949,1,0,3,-3.102126477
20080210,Romania,Health and Consumers,1,0,0,1/29/08,NA,NA,6/26/08,2008,319,11/30/08,0,0,-0.620574609,306,-0.077,0.6668,-0.114226535,1.437217949,0.573544169,-2.456635208,-1.455570046,0,7.359467638,1,0,2,-3.102126477
20080761,Greece,Internal Market and Services,1,1,1,12/1/08,6/25/09,11/20/09,6/25/09,2008,651,10/4/09,0,0,-0.109402204,307,0.2666,2.2397,-0.305717242,0.011312078,-0.334321428,-0.973194969,0.472853661,0,8.264105764,0,0,16,-0.349056467
20080762,Greece,Environment,1,1,1,12/1/08,6/25/09,10/29/09,6/25/09,2008,651,10/4/09,0,0,-0.301091856,307,0.2666,2.2397,-0.305717242,0.011312078,-0.334321428,-0.973194969,0.472853661,0,8.837536046,0,0,2,-0.349056467
20080763,Greece,Environment,1,1,0,12/1/08,6/25/09,NA,6/25/09,2008,651,10/4/09,0,0,0.976839155,307,0.2666,2.2397,-0.305717242,0.011312078,-0.334321428,-0.973194969,0.472853661,0,7.026426809,1,0,1,-0.349056467
20080764,Greece,Environment,1,1,0,12/1/08,6/25/09,NA,6/25/09,2008,651,10/4/09,0,0,0.976839155,307,0.2666,2.2397,-0.305717242,0.011312078,-0.334321428,-0.973194969,0.472853661,0,6.778784898,1,0,1,-0.349056467
20080765,Greece,Mobility and Transport,1,1,0,12/1/08,3/18/10,NA,3/18/10,2008,651,10/4/09,1,0,0.178132273,307,0.2666,2.2397,-0.305717242,0.011312078,-0.334321428,-0.973194969,0.472853661,0,7.918628653,1,0,1,-0.349056467
20080766,Greece,Health and Consumers,1,0,0,12/1/08,NA,NA,1/29/09,2008,651,10/4/09,0,0,1.583856386,307,0.2666,2.2397,-0.305717242,0.011312078,-0.334321428,-0.973194969,0.472853661,0,6.508769137,1,0,2,-0.349056467
20130416,Latvia,Internal Market and Services,1,0,0,11/29/13,NA,NA,11/26/14,2013,831,10/4/14,1,0,-0.940057362,309,-0.4,4.4,-1.079296184,-0.527972835,0.906755779,-0.496157633,-1.550389773,1,NA,NA,NA,NA,-1.03732397
20050560,Czech Republic,Internal Market and Services,1,0,0,7/28/05,NA,NA,12/13/05,2005,50,6/3/06,0,0,0.880994329,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,7.87359779,0,0,6,-0.349056467
20050561,Czech Republic,Environment,1,1,0,7/28/05,12/13/05,NA,12/13/05,2005,50,6/3/06,0,0,-0.301091856,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,9.066700922,0,0,25,-0.349056467
20050562,Czech Republic,Internal Market and Services,1,0,0,7/28/05,NA,NA,6/28/06,2005,50,6/3/06,1,0,-0.301091856,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,9.041092975,0,0,58,-0.349056467
20050563,Czech Republic,Mobility and Transport,1,0,0,7/28/05,NA,NA,4/4/06,2005,50,6/3/06,0,0,-0.077453929,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,8.334711622,0,0,8,-0.349056467
20050564,Czech Republic,Environment,1,1,0,7/28/05,12/13/05,NA,12/13/05,2005,50,6/3/06,0,0,-0.301091856,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,8.964567703,0,0,23,-0.349056467
20050565,Czech Republic,Enterprise and Industry,1,0,0,7/28/05,NA,NA,12/13/05,2005,50,6/3/06,0,0,0.880994329,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,10.42234087,0,0,35,-0.349056467
20050566,Czech Republic,Health and Consumers,1,0,0,7/28/05,NA,NA,12/13/05,2005,50,6/3/06,0,0,0.880994329,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,6.278521424,1,0,1,-0.349056467
20050567,Czech Republic,Health and Consumers,1,0,0,7/28/05,NA,NA,12/13/05,2005,50,6/3/06,0,0,0.880994329,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,7.099201744,1,0,5,-0.349056467
20050568,Czech Republic,Health and Consumers,1,0,0,7/28/05,NA,NA,12/13/05,2005,50,6/3/06,0,0,0.880994329,310,-4.1087,-4.3174,-0.219814867,-0.308602701,0.433498273,-0.358371373,-0.806024441,0,6.739336627,1,0,3,-0.349056467
20090519,Latvia,Enterprise and Industry,1,0,0,11/26/09,NA,NA,3/18/10,2009,690,10/2/10,0,0,-0.428884957,310,7.9,-7.4,-1.071680077,-0.719921702,0.01554358,-0.903187736,-1.619785613,0,6.37502482,1,0,1,-1.03732397
20090520,Latvia,Enterprise and Industry,1,0,0,11/26/09,NA,NA,3/18/10,2009,690,10/2/10,0,0,-0.428884957,310,7.9,-7.4,-1.071680077,-0.719921702,0.01554358,-0.903187736,-1.619785613,0,6.43775165,1,0,3,-1.03732397
20100438,Cyprus,Health and Consumers,1,1,0,7/16/10,11/24/10,NA,11/24/10,2010,701,5/22/11,0,0,-0.620574609,310,NA,-3.5526,-1.071680077,-0.857028036,2.383625202,0.561197556,0.421911274,0,8.35396813,0,0,0,1.027478538
20100439,Cyprus,Health and Consumers,1,0,0,7/16/10,NA,NA,1/27/11,2010,701,5/22/11,0,0,-0.364988407,310,NA,-3.5526,-1.071680077,-0.857028036,2.383625202,0.561197556,0.421911274,0,9.68383789,0,0,1,1.027478538
20100440,Cyprus,Environment,1,0,0,7/16/10,NA,NA,10/28/10,2010,701,5/22/11,0,0,-0.173298755,310,NA,-3.5526,-1.071680077,-0.857028036,2.383625202,0.561197556,0.421911274,0,9.765029759,0,0,4,1.027478538
20100441,Cyprus,Health and Consumers,1,0,0,7/16/10,NA,NA,11/24/10,2010,701,5/22/11,0,0,-0.269143581,310,NA,-3.5526,-1.071680077,-0.857028036,2.383625202,0.561197556,0.421911274,0,8.870803444,1,0,13,1.027478538
20100442,Cyprus,Health and Consumers,1,0,0,7/16/10,NA,NA,9/30/10,2010,701,5/22/11,0,0,0.33787365,310,NA,-3.5526,-1.071680077,-0.857028036,2.383625202,0.561197556,0.421911274,0,8.077447149,1,0,1,1.027478538
20100443,Cyprus,Environment,1,0,0,7/16/10,NA,NA,10/28/10,2010,701,5/22/11,0,0,-0.173298755,310,NA,-3.5526,-1.071680077,-0.857028036,2.383625202,0.561197556,0.421911274,0,7.401231264,0,0,5,1.027478538
20100444,Cyprus,Health and Consumers,1,0,0,7/16/10,NA,NA,9/30/10,2010,701,5/22/11,0,0,0.33787365,310,NA,-3.5526,-1.071680077,-0.857028036,2.383625202,0.561197556,0.421911274,0,6.481577129,1,0,1,1.027478538
20130338,Bulgaria,"Justice, Fundamental Rights and Citizenship",1,0,0,11/29/13,NA,NA,7/16/15,2013,840,10/5/14,1,0,-1.003953912,310,7.9,-7.4,-0.51624822,0.427201291,1.280102851,-1.687065084,-2.170586036,1,8.26178468,0,0,0,-1.725591472
20130339,Bulgaria,Mobility and Transport,1,0,0,11/29/13,NA,NA,4/16/14,2013,840,10/5/14,0,0,-0.333040131,310,7.9,-7.4,-0.51624822,0.427201291,1.280102851,-1.687065084,-2.170586036,1,9.205729759,0,0,23,-1.725591472
20130340,Bulgaria,Health and Consumers,1,0,0,11/29/13,NA,NA,4/16/14,2013,840,10/5/14,0,0,-0.333040131,310,7.9,-7.4,-0.51624822,0.427201291,1.280102851,-1.687065084,-2.170586036,1,7.779048645,0,0,16,-1.725591472
20130341,Bulgaria,Internal Market and Services,1,0,0,11/29/13,NA,NA,7/10/14,2013,840,10/5/14,0,0,-0.460833232,310,7.9,-7.4,-0.51624822,0.427201291,1.280102851,-1.687065084,-2.170586036,1,NA,NA,NA,NA,-1.725591472
20044713,Poland,Environment,1,0,0,12/12/06,NA,NA,6/24/10,2006,560,10/19/07,1,1,-0.74836771,311,3.8892,1.4642,1.323743414,1.108162748,0.052002492,-1.247261154,-1.582003273,0,NA,NA,NA,NA,-0.349056467
20062179,Poland,Environment,1,0,0,12/12/06,NA,NA,6/27/07,2006,560,10/19/07,0,1,0.305925374,311,3.8892,1.4642,1.323743414,1.108162748,0.052002492,-1.247261154,-1.582003273,0,NA,NA,NA,NA,-0.349056467
20062445,Poland,"Justice, Fundamental Rights and Citizenship",1,1,0,12/12/06,1/28/10,NA,1/28/10,2006,560,10/19/07,1,1,-1.003953912,311,3.8892,1.4642,1.323743414,1.108162748,0.052002492,-1.247261154,-1.582003273,0,9.138414632,0,0,0,-0.349056467
20074807,Greece,Enterprise and Industry,1,0,0,11/27/08,NA,NA,3/22/12,2008,651,10/4/09,1,1,-0.844212536,311,0.2666,2.2397,-0.305717242,0.011312078,-0.334321428,-0.973194969,0.472853661,0,NA,NA,NA,NA,-0.349056467
20110341,Slovenia,Mobility and Transport,1,1,0,1/27/11,5/19/11,NA,5/19/11,2011,778,12/4/11,0,0,-0.588626333,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,8.270013062,0,0,0,-0.349056467
20110342,Slovenia,Environment,1,1,0,1/27/11,5/19/11,NA,5/19/11,2011,778,12/4/11,0,0,-0.908109086,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,9.508220269,0,0,7,-0.349056467
20110343,Slovenia,"Justice, Fundamental Rights and Citizenship",1,1,0,1/27/11,6/16/11,NA,6/16/11,2011,778,12/4/11,0,0,-0.780315985,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,8.121183242,0,0,0,-0.349056467
20110344,Slovenia,Home Affairs,1,0,0,1/27/11,NA,NA,9/29/11,2011,778,12/4/11,0,0,-0.237195305,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,8.724695047,0,0,0,-0.349056467
20110345,Slovenia,Mobility and Transport,1,0,0,1/27/11,NA,NA,9/29/11,2011,778,12/4/11,0,0,-0.237195305,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,9.802119058,0,0,1,-0.349056467
20110346,Slovenia,Energy,1,1,0,1/27/11,6/21/12,NA,6/21/12,2011,778,12/4/11,1,0,-1.099798738,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,10.20043903,0,0,14,-0.349056467
20110347,Slovenia,Mobility and Transport,1,1,0,1/27/11,6/16/11,NA,6/16/11,2011,778,12/4/11,0,0,-0.940057362,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,8.272059622,0,0,0,-0.349056467
20110348,Slovenia,Internal Market and Services,1,1,0,1/27/11,10/27/11,NA,10/27/11,2011,778,12/4/11,0,0,-0.780315985,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,8.28878581,0,0,28,-0.349056467
20110349,Slovenia,Energy,1,1,0,1/27/11,11/24/11,NA,11/24/11,2011,778,12/4/11,0,0,-1.067850463,311,-0.0513,-0.2363,-1.071680077,-0.308602701,1.564348309,-0.320228162,-0.142186855,1,9.369393302,0,0,2,-0.349056467
20134011,Hungary,Taxation and Customs Union,1,1,0,5/30/13,4/16/14,NA,4/16/14,2013,814,4/6/14,1,1,-1.131747013,311,3.0424,3.6689,-0.305717242,-0.523402624,-0.438690556,-0.884468323,-0.834161654,1,NA,NA,NA,NA,-0.349056467
20024122,Greece,"Employment, Social Affairs and Equal Opportunities",1,0,0,4/30/03,NA,NA,12/16/03,2003,201,3/7/04,0,1,-0.588626333,312,-0.2666,-2.2397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20064106,Spain,Taxation and Customs Union,1,1,1,5/2/07,5/6/08,11/27/08,5/6/08,2007,500,3/9/08,1,1,-1.099798738,312,-1.3922,-3.8592,1.130463075,1.304681827,0.821380251,-0.310079367,-0.457338447,0,NA,NA,NA,NA,-0.349056467
20080564,Luxembourg,Mobility and Transport,1,1,0,7/30/08,11/20/09,NA,11/20/09,2008,172,6/7/09,1,0,-1.035902187,312,NA,3.1579,-1.071680077,0.130137567,-1.301527255,0.697473146,1.947410063,0,8.974364842,0,1,0,1.027478538
20080565,Luxembourg,Energy,1,1,0,7/30/08,1/29/09,NA,1/29/09,2008,172,6/7/09,0,0,-0.173298755,312,NA,3.1579,-1.071680077,0.130137567,-1.301527255,0.697473146,1.947410063,0,9.207034915,0,0,1,1.027478538
20080566,Luxembourg,Mobility and Transport,1,0,0,7/30/08,NA,NA,10/16/08,2008,172,6/7/09,0,0,0.4017702,312,NA,3.1579,-1.071680077,0.130137567,-1.301527255,0.697473146,1.947410063,0,8.941283764,0,1,54,1.027478538
20080568,Luxembourg,Environment,1,1,0,7/30/08,11/27/08,NA,11/27/08,2008,172,6/7/09,0,0,-0.269143581,312,NA,3.1579,-1.071680077,0.130137567,-1.301527255,0.697473146,1.947410063,0,2.079441542,0,0,28,1.027478538
20080569,Luxembourg,Health and Consumers,1,0,0,7/30/08,NA,NA,1/29/09,2008,172,6/7/09,0,0,0.178132273,312,NA,3.1579,-1.071680077,0.130137567,-1.301527255,0.697473146,1.947410063,0,8.67419694,1,0,21,1.027478538
20080570,Luxembourg,Health and Consumers,1,0,0,7/30/08,NA,NA,10/16/08,2008,172,6/7/09,0,0,0.4017702,312,NA,3.1579,-1.071680077,0.130137567,-1.301527255,0.697473146,1.947410063,0,6.807934944,1,0,2,1.027478538
20124140,Austria,Environment,1,0,0,11/21/12,NA,NA,10/22/15,2012,802,9/29/13,1,1,-1.195643564,312,0.3956,-2.744,-0.497207952,-1.588261816,-0.946096348,0.607563235,1.011898897,1,8.141189793,0,0,9,1.027478538
20130222,Hungary,Environment,1,0,0,5/29/13,NA,NA,9/26/13,2013,814,4/6/14,0,0,-0.20524703,312,3.0424,3.6689,-0.305717242,-0.523402624,-0.438690556,-0.884468323,-0.834161654,1,7.299797367,0,0,3,-0.349056467
20130223,Hungary,Health and Consumers,1,0,0,5/29/13,NA,NA,9/26/13,2013,814,4/6/14,0,0,-0.20524703,312,3.0424,3.6689,-0.305717242,-0.523402624,-0.438690556,-0.884468323,-0.834161654,1,7.590852124,1,0,2,-0.349056467
20130224,Hungary,Environment,1,0,0,5/29/13,NA,NA,9/26/13,2013,814,4/6/14,0,0,-0.20524703,312,3.0424,3.6689,-0.305717242,-0.523402624,-0.438690556,-0.884468323,-0.834161654,1,6.008813185,1,0,1,-0.349056467
20130225,Hungary,Environment,1,0,0,5/29/13,NA,NA,10/17/13,2013,814,4/6/14,0,0,-0.428884957,312,3.0424,3.6689,-0.305717242,-0.523402624,-0.438690556,-0.884468323,-0.834161654,1,7.121252453,1,0,2,-0.349056467
20050485,Hungary,Enterprise and Industry,1,0,0,5/31/05,NA,NA,12/13/05,2005,194,4/9/06,0,0,-0.780315985,313,-3.0424,-3.6689,-0.219814867,-0.299462278,1.855383407,-0.637971887,-0.685983116,0,6.663132696,1,0,2,-0.349056467
20050490,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,1,5/31/05,12/13/05,6/28/06,12/13/05,2005,107,4/9/06,0,0,0.369821925,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0,8.736971085,0,0,0,-1.03732397
20050492,Italy,Health and Consumers,1,1,0,5/31/05,12/13/05,NA,12/13/05,2005,107,4/9/06,0,0,1.519959835,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0,7.196686571,1,0,1,-1.03732397
20050493,Italy,Health and Consumers,1,1,0,5/31/05,12/13/05,NA,12/13/05,2005,107,4/9/06,0,0,1.519959835,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0,6.71417053,1,0,1,-1.03732397
20050494,Italy,Health and Consumers,1,0,0,5/31/05,NA,NA,12/13/05,2005,107,4/9/06,0,0,3.404908076,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0,6.869014451,1,0,1,-1.03732397
20090393,Netherlands,Environment,1,0,0,7/31/09,NA,NA,1/28/10,2009,530,6/9/10,0,0,0.114235723,313,-1.7686,-1.4106,-0.209971888,0.532316146,-0.906006478,0.913196578,0.845966255,1,8.90666441,0,0,0,1.027478538
20090394,Netherlands,Mobility and Transport,1,1,0,7/31/09,6/3/10,NA,6/3/10,2009,530,6/9/10,0,0,-0.716419435,313,-1.7686,-1.4106,-0.209971888,0.532316146,-0.906006478,0.913196578,0.845966255,1,8.367764678,0,0,44,1.027478538
20090395,Netherlands,Health and Consumers,1,0,0,7/31/09,NA,NA,10/8/09,2009,530,6/9/10,0,0,0.561511577,313,-1.7686,-1.4106,-0.209971888,0.532316146,-0.906006478,0.913196578,0.845966255,1,8.131824785,1,0,0,1.027478538
20090396,Netherlands,Internal Market and Services,1,0,0,7/31/09,NA,NA,1/28/10,2009,530,6/9/10,0,0,0.114235723,313,-1.7686,-1.4106,-0.209971888,0.532316146,-0.906006478,0.913196578,0.845966255,1,7.820439515,0,0,8,1.027478538
20100827,Poland,Internal Market and Services,1,0,0,11/30/10,NA,NA,9/29/11,2010,766,10/9/11,0,0,0.242028824,313,-3.8892,-1.4642,1.130463075,1.016758526,-1.385680279,-0.896123402,-1.272727583,0,7.160069208,1,0,3,-0.349056467
20100828,Poland,Internal Market and Services,1,0,0,11/30/10,NA,NA,9/29/11,2010,766,10/9/11,0,0,0.242028824,313,-3.8892,-1.4642,1.130463075,1.016758526,-1.385680279,-0.896123402,-1.272727583,0,8.371704885,1,0,11,-0.349056467
20100829,Poland,Internal Market and Services,1,0,0,11/30/10,NA,NA,9/29/11,2010,766,10/9/11,0,0,0.242028824,313,-3.8892,-1.4642,1.130463075,1.016758526,-1.385680279,-0.896123402,-1.272727583,0,9.65560295,0,0,102,-0.349056467
20100830,Poland,Mobility and Transport,1,1,0,11/30/10,4/6/11,NA,4/6/11,2010,766,10/9/11,0,0,0.242028824,313,-3.8892,-1.4642,1.130463075,1.016758526,-1.385680279,-0.896123402,-1.272727583,0,7.668561108,1,0,6,-0.349056467
20100831,Poland,Mobility and Transport,1,1,0,11/30/10,4/6/11,NA,4/6/11,2010,766,10/9/11,0,0,0.242028824,313,-3.8892,-1.4642,1.130463075,1.016758526,-1.385680279,-0.896123402,-1.272727583,0,7.670894831,1,0,6,-0.349056467
20100832,Poland,Health and Consumers,1,0,0,11/30/10,NA,NA,2/16/11,2010,766,10/9/11,0,0,0.880994329,313,-3.8892,-1.4642,1.130463075,1.016758526,-1.385680279,-0.896123402,-1.272727583,0,7.008505182,1,0,1,-0.349056467
20140527,Portugal,"Communication Networks, Content and Technology",1,0,0,11/25/14,NA,NA,6/18/15,2014,993,10/4/15,0,0,-0.81226426,313,0.7542,2.2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20120123,Romania,Mobility and Transport,1,0,0,1/30/12,NA,NA,9/27/12,2012,787,12/9/12,0,0,-0.237195305,314,-0.885,2.155,-0.114226535,0.0615844,-1.268039816,-2.450771626,-2.0209539,0,7.19142933,0,0,0,-3.102126477
20120124,Romania,"Employment, Social Affairs and Equal Opportunities",1,0,0,1/30/12,NA,NA,5/31/12,2012,787,12/9/12,0,0,-0.077453929,314,-0.885,2.155,-0.114226535,0.0615844,-1.268039816,-2.450771626,-2.0209539,0,6.914730893,1,0,1,-3.102126477
20120125,Romania,Mobility and Transport,1,0,0,1/30/12,NA,NA,9/27/12,2012,787,12/9/12,0,0,-0.237195305,314,-0.885,2.155,-0.114226535,0.0615844,-1.268039816,-2.450771626,-2.0209539,0,8.916640227,1,0,1,-3.102126477
20120126,Romania,Internal Market and Services,1,0,0,1/30/12,NA,NA,11/20/13,2012,787,12/9/12,1,0,-0.940057362,314,-0.885,2.155,-0.114226535,0.0615844,-1.268039816,-2.450771626,-2.0209539,0,10.22987338,0,0,236,-3.102126477
20120127,Romania,Environment,1,1,0,1/30/12,5/31/12,NA,5/31/12,2012,787,12/9/12,0,0,-0.237195305,314,-0.885,2.155,-0.114226535,0.0615844,-1.268039816,-2.450771626,-2.0209539,0,7.448916103,1,0,2,-3.102126477
20022313,Denmark,Taxation and Customs Union,1,0,0,3/30/04,NA,NA,12/12/06,2004,563,2/8/05,1,1,-1.099798738,315,-1.5957,3.4909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20034152,Denmark,Enterprise and Industry,1,0,0,3/30/04,NA,NA,10/12/05,2004,563,2/8/05,1,1,-1.003953912,315,-1.5957,3.4909,-0.537101848,-0.381726079,0.405945928,1.894840464,1.32238142,0,NA,NA,NA,NA,1.027478538
20034765,Denmark,Internal Market and Services,1,1,0,3/30/04,3/21/07,NA,3/21/07,2004,563,2/8/05,1,1,-1.195643564,315,-1.5957,3.4909,-0.537101848,-0.381726079,0.405945928,1.894840464,1.32238142,0,NA,NA,NA,NA,1.027478538
